ID,Description,Source,Root_Form,Root_Gloss,Root_Language,Comment,Justification,revised_by,Ideophonic,Dyen,proposedAsCognateTo_pk,proposedAsCognateToScale,parallelDerivation,Root_Form_calc,Root_Language_calc,supersetid
42,,"66[1077{S.v. Gk. ὀμίχλη 'fog', from PIE *h₃migʰ-l(e)h₂. The Greek forms are identical to Balto-Slavic words for fog attested by Lith. miglà, OCS mъgla.}];79[466{S.v. Arm. mēg 'mist, fog, darkness', usually understood to be cognate with Skt. meghá- 'cloud, gloomy weather', Av. maēγa- 'cloud', Gk. ὀμίχλη 'mist, fog', Lith. miglà 'fog', etc. From PIE *h₃meigʰ-o- or *h₃meigʰ-eh₂-. The possibility remains that Arm. mēg might also be an Iranian loan (cf. [Hübschmann 1897](src-564):474 s.v. mez 'urine').}];172[II:374-375{S.v. Ved. meghá- 'Wolke, trübes Wetter' (root noun mih- 'Nebel, Niederschlag, Regen'). IIr. cf. YAv. maēγa- 'Wolke', MPers., NPers. mēγ 'Wolke, Nebel', Oss. mīg/megæ 'Wolke, Nebel', etc., from PIE *h₃mei̯gʰ-, from which nominal derivations like *h₃moi̯gʰ-o- (meghá-), *h₃migʰ- (mih-) and *h₃migʰ-leh₂ (cf. Gk. ὀμίχλη 'Nebel', Lith. miglà, OCS mьgla 'Nebel').}];353[317{S.v. Lith. miglà 'mist, haze', from PIE *h₃migʰ-leh₂- (cf. OCS mьgla, Skt. meghá- 'cloud, gloomy weather', míh- 'haze, rain', Gk. ὀμίχλη 'mist, haze', YAv. maēγa- 'cloud', Arm. mēg 'mist').}];81[338-339{S.v. Proto-Slavic *mьgla, mьga, miglъ 'mist, haze' (ESSJa XXI 92-94), from PIE *h₃migʰ-leh₂ (cf. Lith. miglà 'mist, haze', Skt. meghá- 'cloud, gloomy weather', Skt. mih- 'haze, rain', Gk. ὀμίχλη 'mist, haze', Av. maēγa- 'cloud', Arm. mēg 'mist'). Cf. entry for extensive discussion of the PIE root reconstruction.}];352[649{S.v. OLith. miglà 'Nebel' (BSl. Latv. migla 'Nebel', OCS mьgla 'Nebel', etc.), from PIE *h₃migʰ-leh₂- 'Nebel' (cf. Gk. ὀμίχλη 'Nebel'). The Balto-Slavic words agree with Gk. ὀμίχλη with an *-leh₂- suffix| other nominal formations of the same root include Ved. meghá- 'Wilke, trübes Wetter', YAv. maēγa- 'Wolke'. Further connections to PIE *h₃mei̯g̑ʰ- 'harnen' (LIV² 301f. cf. Lith. mỹžti) or *mei̯gʰ- 'blinzeln' (LIV² 427, cf. Lith. miegóti) are often considered.}];458[21: 93-94{S. v. *mĭɡla.}];84[{Cf. s.v. ModEng. mist ""Cognate with Middle Dutch mest, mist (Dutch mist), Middle Low German mist, Middle High German mist, Icelandic mistr, mistur, Norwegian (regional or archaic) mist, Swedish mist, Danish mist < an extended form of the Indo-European base of Sanskrit mih mist, vapour, megha cloud, ancient Greek ὀμίχλη mist, cloud, Old Church Slavonic mĭgla mist, cloud, Russian mgla haze, Lithuanian migla mist, Albanian mjegull cloud, mist.""}];757[3:140{S.v. Du. mist, to be connected with Greek ὀμίχλη ‘nevel’| Sanskrit megha- ‘wolk’| OIr. mēgha ‘wolk’| Lith. miglà ‘nevel’| OCS mĭgla ‘nevel’ (Ru. mgla)| Arm. mēg ‘nevel’| from the PIE root *h₃meigʰ- (IEW 712).}]",*h₃mei̯gʰ-,,Proto-Indo-European,"Wakhi: There is no reason to assume an Indic loanword, as the phonology is completely regular and the lexeme is robustly attested in Iranic.","Hellenic, Armenian, Indo-Iranic, Balto-Slavic, and Germanic lexemes derived from PIE *h₃mei̯gʰ- ([Beekes 2010](src-66):1077, [Martirosyan 2010](src-79):466, [EWAia](src-172) II:374-375, [ALEW](src-352) 649, [Derksen 2015](src-353):317, [ESSJa](src-458) 21:93-94, [Derksen 2008](src-81):338-339, [EWNl](src-757) 3:140, [Oxford English Dictionary (OED)](src-84)).",4,false,057-200;057-201;057-202;057-203;057-204;057-205;057-206,,0,false,,,150
44,,"342[298-382{Cf. discussion pp.298-382.}];345[703{S.v. TochB śtwer 'four, which with TochA śtwar reflects Proto-Tocharian *ćätwerä < PIE *kʷetu̯ores (cf. Skt. catvā́ras, Av. čaθwārō, Arm. čorkʻ, Hom.Gk. τέσσαρες (cf. Att. τέτταρες), Lat. quattuor, OIr. cethair, Goth. fidwor, Lith. keturì, OCS četyre, etc.).}];105[173-174{S.v. Alb. katër 'four', from PIE *kʷetur- ~ *kʷetu̯er- 'four'.}];66[1471-1472{S.v. Gk. τέσσαρες 'four', from PIE *kʷetu(e)r-.}];172[I:526-527{Cf. s.v. Ved. catvar- 'vier' (PIE *kʷétu̯or-es > Ved. nom.sg. catvā́ras)}];54[505-506{S.v. Lat. quattuor, cf. entry for notes on peculiarities of the Latin form.}];79[546-547{S.v. Arm. čʻor-kʻ 'four', from PIE *kʷetuores 'four' (cf. Skt. catvā́ras, YAv. caθβārō, TochA śtwar, B śtwer, Gk. τέσσαρες, Goth. fidwor, Lith. keturì, OCS četyre, etc.)}];50[179{S.v. Proto-Celtic *kʷetwores 'four', from PIE *kʷetu̯ores (cf. Skt. catvā́ras, Lat. quattuor, Gk. τέτταρες, Goth. fidwor, Lith. keturì, OCS četyre, ToA śtwar, Arm. čorkʻ).}];81[87{S.v. Proto-Slavic *četyre 'four' (ESSJa IV 97-98), from PIE *kʷétur- (cf. Lith. keturì, Skt. catvā́ras, etc.).}];353[241{S.v. Lith. keturì 'four' (Latv. četri), from PIE *kʷétur- (cf. OCS četyre, Skt. catvā́ras).}];352[483-485{S.v. OLith. keturì, kẽturios 'vier' (BSl. cf. Latv. četri 'vier', OCS četyre 'vier', etc.), from PIE *kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-.}];165[133{S.v. Proto-Germanic *fedwar- 'four' < PIE *kʷét-uor-.}]","*kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur-",,Proto-Indo-European,,"The reflexes found in the individual languages reflect different generalised accent/ablaut classes of PIE *kʷetu̯or-, *kʷ(e)tu̯r̥-, *kʷ(e)tur- 'four'. For extensive discussion cf. [Eichner 1982](src-342):298-382, cf. also [Adams 2013](src-345):703, [Beekes 2010](src-66):1471-1472, [Martirosyan 2010](src-79):546-547, [Orel 1998](src-105):173-174, [EWAia](src-172) I:526-527, [ALEW](src-352) 483-485, [Derksen 2015](src-353):241, [ESSJa](src-458) 4:97-98, [Derksen 2008](src-81):87, [Kroonen 2013](src-165):133, [de Vaan 2008](src-54):505-506, [Matasović 2009](src-50):179.",4,false,059-002,,0,false,,,178
45,,"156[I:560{Cf. s.v. Oss. īx | ex 'лед', from Proto-Iranian *aixa- (cf. Pers. yax, Kurd. yex, Yag. īx, Sogd. *yīx, Chores. ēx, Av. aexa-).}];331[I:140-143{S.v. Proto-Iranic *aixa- : *īxa- 'лёд, холод, мороз'.}]",*ai̯xa-,,Proto-Iranic,,The Iranic lexemes in this class represent light verb constructions with Proto-Iranic *ai̯xa- 'ice' ([ESIJa](src-331) I:140-143) constituting the semantic head. Cf. 'ice' in [cognate set 5932](cog-5932) for further etymological discussion.,4,false,060-200;060-201,,0,false,,,377
46,,"763[56{""(23) mygdyyn "" consisting of fruit "". In M 93, 14b, mygdg ""' fruit "" occurs. Sogdian myδ'kw (etc.) =maγδe "" fruit "" and MPers. myw (Mir.Man., i), Pers. meve ""fruit "" (for which Morgenstierne proposed a different origin, Acta Orientalia, i, 272) belong here| MPers. mew < *mey from *maδg (miδg ?) with metathesis. The Parthian, Sogdian, and Persian words, in conjunction, prove Old Iranian *migda- (and *migdaka-) "" fruit ""| all of them are collective nouns. This Old Iranian migda- "" fruit "" cannot well be separated from the Aramaic and Hebrew migdā (etc.) ""fruit "", words which are often mis-translated because of etymological considerations (√mgd in Arabic and Palmyrene). Syriac maγδā means nothing but ""fruit "", and so does Talm. mygd' (mgd'), for which Levy, iii, 12, gives Kostbarkeit, kostliche Frucht, while the passage he quotes has b-'sprmqy w-mgdy, evidently "" with flowers (MPers. isparhmag) and fruit . Biblical Hebrew mä́gäd, in Deut., 33:13 sqq., and unquestionably in Cant., 413, 16, 714, means "" fruit "", both literally and metaphorically ("" fruit of heaven "", etc.)| Brown-Driver-Briggs say "" excellence: excellent or choice things| always of gifts of nature…""}]",*migda(ka)-,,Iranic,"Morgenstierne (2003: 53) quotes Henning (BSOAS 12/1: 56) for *migda-, cf. Sogdian mγδˀk. The COBL comment on Sogdian ""fruit"" considers it possible for this word to be a Semitic loanword. The reason that Sogdian in COBL does not show mγδˀk is that the source that was used to fill the Sogdian list uses another word instead.","As though continuing a Iranic stem *migda(ka)- 'fruit'; a probable loanword from West Semitic, cf. Biblical Hebrew מֶגֶד 'choice produce', Syriac maγδā 'fruit', etc. (cf. [Henning 1947](src-763):56).",4,false,061-004,,0,false,,,
48,,"184[1414, 1416{S.v. j., g. vāstra- n. ‘Weide’ (p.1414)| j., g. vāstrya- Adj. ‘was zur Weide-, Landwirtschaft, zum Feldbau gehört, sich darauf bezieht (usw.)’ (p. 1416).}];323[93{S.v. Pashto wāx̌ə 'grass, fodder', from Ir. *wāstr(iy)a-, cf. Av. vāstra- 'pasture, grass', Pth. wʾš 'straw', Bact. οαϸο 'straw' or 'hay', Khwar. wš 'grass', Khot. kvāṣṣa- 'id.'.}];321[403{S.v. Wa. wыṣ̌ 'трава, сено', from Old Iranian *vāstra- (Av. vāstra-, Sogd. wyš, Yaghn. wayš, weš, Parth. wāš).}]",*u̯āstra-,,Proto-Iranic,,"Lexemes continuing Proto-Iranic *u̯āstra- 'pasture, grass' ([Morgenstierne 2003](src-323):93 [Steblin-Kamenskij 1999](src-321):403, cf. [Bartholomae 1904](src-184):1414, 1416).",4,false,065-012,,0,false,,,
53,,"172[II:638-639{S.v. Ved. śíras- 'Kopf, Haupt, Spitze' < PIE *kŕ̥h₂-os/k̑r̥h₂-s-n-ós (cf. Gk. κάρᾱ [G.sg. κρᾱ́ατος] 'head', Lat. cerebrum 'brain', OHG hirn(i) 'brain').}];567[263{Bactrian σαρο 'head' < Proto-Iranian *sarah- (cf. Av. sarah-).}];66[641{S.v. κάρᾱ 'head' < PIE *k̑rh₂-(e)s-n- 'head'.}];544[{Cf. for an exhaustive discussion of formations meaning 'head' and 'horn' built to this root.}];269[{For the root *k̑er- as the basis of this stem, cf. 'horn' in [cognate set 2457](cog-2457).}];364[237{Albanian lexemes ~ Gr. κρᾱνίον 'upper part of the head, skull', Ved. śīrṣṇá- 'id.'| < Early Pr. Alb. *krōna- <(--) PIE *k̑roh₂sno- 'head'.}]",*k̑er-,,Proto-Indo-European,,"Hellenic, Albanian, and Indo-Iranic lexemes derived from a basic PIE root *k̑er- (cf. [Nussbaum 1986](src-544) for extensive discussion of formations in the meaning 'head' and 'horn' derived from this root), cf. also [Beekes 2010](src-66):641, [Schumacher & Matzinger 2013](src-364):237, [EWAia](src-172) II:638-639.",4,false,071-205;071-206;071-207;071-208,,0,false,,,185
54,,"323[10{S.v. Paš. arw-, awr- : -ed-, etc. : Wan awr 'to hear' – Av. hauuruua-, √har- 'to observe'| Par. harw- 'to hear'.}];83[129{S.v. Proto-Iranic *har- (1) 'to guard, observe' (> Pash. arwēdəl ‘to hear’ = arw-, awr- / -ed-, (Wan.) awr-). From PIE *ser- 'to look after, protect' (cf. Gk. ὄρονται 'they respect' (Hom.), ?Lyd. kaτared- 'stands guard', sarẽta- 'protector'.}];141[534{S.v. 1. *ser- 'aufpassen auf, beschützen' (IEW 910).}]",*ser-,,Proto-Indo-European,"Original meaning ""to observe"".","Ultimately a derivative of PIE 1. *ser- to look after, protect' ([Morgenstierne 2003](src-323):10, [Cheung 2007](src-83):129, cf. [LIV²](src-141) 534).",,false,072-004,,0,false,,,
56,,"323[23{S.v. Paš. drund, m. dran'a f. 'heavy'. ""Prob. with secondary -d, cf. Pash gərānd 'heavy, pregnant' < Prs girān| Waz armond, darmond < armān, darmān. Perhaps a contamination of an old LW< Prs girān with *drūnd < Av ϑrqfδa- 'satisfied, replete'?""}]",درون / droon,,Pashto,,"Etymology uncertain, cf. [Morgenstierne 2003](src-323):23 for a conjectural loanword hypothesis from Persian.",4,false,074-004,,0,false,,,
58,,"83[439{related to Ir. *xad- 'to beat, strike, hurt'?}]",wawal,,Pashto,,,,false,076-004,,0,false,,,
60,,"83[346{S.v. Proto-Iranic *skar- 'to pursue, drive, look for (cattle)', no certain cognates outside of Iranic. Cf. also Middle Persian šklk /škarag/ '(bird of) prey', (+ *u̯i-) wškl /wiškar/ 'hunting-ground, wilderness'.}]",*skar-,,Proto-Iranic,"cf. Parthian iškar- and Zoroastrian Middle Persian wiškar ""hunting ground, wilderness""; Cheung (2007: 345) puts this verb to an Iranic root *skar- ""pursue, drive, look for (the cattle)"".","Iranic lexemes continuing primary verbal derivatives and light-verb constructions continuing derivatives of Proto-Iranic *skar- 'to pursue, drive'; no known etymology outside of Iranic ([Cheung 2007](src-83):346).",4,false,080-004,,0,false,,,
67,,,ډنډ / ddand,,Pashto,Not in Morgenstierne (2003),,,false,089-206;089-207;089-208;089-209;089-210;089-211;089-212,,0,false,,,
68,,"156[IV:245-246{S.v. Oss. xūdyn : xūdt | xodun : xudt 'смеяться', from Ir. *xand- 'смеяться'.}];83[442-443{Cf. s.v. Proto-Iranian *xand- 'to laugh'. ""This root is most likely expressive/onomatopoeic in origin, cf. Gk. καχάζω 'I laugh', Lat. cachinnō 'laugh loudly', OCS xoxotati 'to laugh loudly', Lith. kikénti 'to giggle', etc.""}];269[{In view of Nuristani cognates, we should reconstruct Proto-Indo-Iranian *kʰand- for root ref. form.}];442[200{For Nuristan languages, cf. s.v. 3815 *khandati 'laughs'.}]",*kʰand-,,Proto-Indo-Iranic,,"Nuristani and Iranic lexemes fom Proto-Indo-Iranic *kʰand- 'to laugh' ([Turner 1962–1966](src-442):200 no. 3815, [Cheung 2007](src-83):442-443).",4,false,090-010,,0,false,,,352
71,,"165[48{S.v. Proto-Germanic *baina- 'bone, leg'. No further etymology.}];397[105-106{S.v. NHG Bein (MHG bein, OHG bein, OS bēn), from Gmc. *baina- 'Knochen', also in ON bein, OE bān, OFr. bēn. A word with this meaning is not attested in Gothic. A Germanic replacement for the IE inherited word for 'bone' (cf. Gk. ὀστέον, Lat. os, etc.). The etymology of this new word is unclear.}]",*baina-,,Proto-Germanic,,"Lexemes as though from Proto-Germanic *baina- 'bone, leg' (North and West Germanic, but no attestation from Gothic), further etymology uncertain (cf. [Kroonen 2013](src-165):48, [Kluge 2011](src-397):105-106).",4,false,093-200;093-201;093-202;093-203;093-205;093-206;093-207,,0,false,,,396
72,,"141[215-216{S.v. *gʷi̯eh₃- 'leben' (IEW 467-9).}];567[213{Bactrian ζο-, ζοο- 'to live' < *ǰīwa- (cf. Khot. juv-).}];172[I:594{S.v. Ved. √jīv- 'leben', a secondary root re-analysed from a present stem < *gʷih₃-u̯e- (to PIE *gʷi̯eh₃- ~ *gʷei̯h₃-).}];83[222-223{S.v. Proto-Iranian *ǰaiH-¹ 'to live' < PIE *gʷei̯h₃-, *gʷi̯eh₃-/*gʷh₃i- 'to live'.}];66[505{S.v. ζώω 'to live' < PIE *gʷei̯h₃-, *gʷi̯eh₃- 'live'.}];345[683-684{S.v. TochB śāy- 'live', with TochA śo- from Proto-Tocharian *ćaw-, from PIE *gʷi̯eh₃-u̯-e/o-.}];79[356-357{S.v. keam 'to live', from PIE *gʷeih₃-, *gʷih₃-, or *gʷh₃i- 'to live'. Arm. keam probably reflects athematic *gʷeih₃-.}];81[562{S.v. Proto-Slavic *žiti 'live', from PIE *gʷh₃i(-u)-.}];54[685-686{S.v. Lat. vīvō, -ere 'to live', from PIE *gʷih₃-ue/o- 'to live'.}];50[67{S.v. Proto-Celtic *biwo- 'alive', from PIE *gʷiHu̯o- 'alive'.}];352[338-340{Cf. s.v. OLith. gývas 'lebend, lebendig' (from which gyvénti 'leben, existieren, sich aufhalten, wohnen')| BSl. cf. Latv. dzîvs 'lebendig, frisch, wach| ganz, heil, unverletzt| lauter, echt', dzîvuôt 'leben| wohnen| arbeiten, beschäftigt sein', OPr. adj. a.pl.m. geiwans 'lebendig', OCS živь 'lebendig' etc., from PIE *gʷih₃-u̯ó/éh₂- 'lebendig' (cf. Ved. jīvá- 'lebendig', OAv. juua- 'lebendig, lebend', OPers. jīva- 'id.', Gk. ζωός 'lebendig', Lat. vīvus 'lebendig', Osk. n.pl.m. <b>bivus</b> 'id.', OIr. béo 'lebendig', MW byw 'id.', Goth. qius 'lebendig').}]",*gʷi̯eh₃-,,Proto-Indo-European,,"Tocharian, Greek, Armenian, Indo-Iranic, Balto-Slavic, Italic, and Celtic lexemes derived from PIE *gʷi̯eh₃- 'to live' ([LIV²](src-141) 215-216, cf. [Adams 2013](src-345):683-684, [Beekes 2010](src-66):505, [Martirosyan 2010](src-79):356-357, [EWAia](src-172) I:594, [Cheung 2007](src-83):222-223, [ALEW](src-352) 338-340, [Derksen 2008](src-81):652, [de Vaan 2008](src-54):685-686, [Matasović 2009](src-50):67).",4,false,095-005,,0,false,,,94
76,,"81[330{S.v. Proto-Slavic *mǫžь, from PIE *mon-g⁽ʷ⁾io- and to be connected with Sanskrit mánu- 'man, mankind' and OHG mann 'man, husband'.}];399[II:575-576{S.v. mánuḥ 'Mensch, Mann, Menschheit', to be connected with Germanic lexemes via Goth. manna, OHG man, etc. and OCS mǫžь, etc. The cognates should thus be derived from one of the PIE *men- roots. However, due to several homophonous *men- roots reconstructable for PIE it is difficult to determine from which one exactly [cf. LIV²: 435-437].}];269[{On the proposed cognacy of the Germanic lexemes from Proto-Germanic *mannan- to this class, cf. the notes in [cognate set 8248](cog-8248).}];458[20: 158-161{PS *mǫžĭ is related to Old Indic manu-, manus-, Old High German mann etc. and derived from PIE *manu-(s) or *monu-(s) 'man', further probably from *men- 'think'. The exact protoform for Slavic is *mon-g-i̯o-.}]",*men-,,Proto-Indo-European,,"Indo-Iranic and Slavic lexemes derived from a PIE root *men- ([KEWA](src-399) II:575-576, [ESSJa](src-458) 20:158-161, [Derksen 2008](src-81):330). Quite possibly (but not certainly) also cognate with Proto-Germanic *mannan- in [cognate set 8248](cog-8248), cf. further discussion in that cognate set.",4,false,099-203;099-204;099-205;099-206;099-207;099-208;099-209;099-210;099-212;099-213;099-214;099-215;099-216,8248,4,false,,,218
78,,"320[89{S.v. Khot. ggūśta 'flesh, meat', from Iranian *gau-šti- 'produced from bovine'.}];172[I:478-480{S.v. Ved. gáv- 'Rind, Stier, Kuh', from PIE *gʷou̯- (cf. Gk. βοῦς, Umb. bum (acc.sg.), OIr. bó, OHG chuo, Latv. gùovs, TochA ko, TochB keᵤ 'Kuh', Luw. uu̯a-, Lyc. uwa- 'Rind', etc.).}]",*gʷou̯-,,Proto-Indo-European,,"Derived from IE *gʷou̯- 'cow' ([Bailey 1979](src-320):89, cf. [EWAia](src-172) I:478-480).",4,false,101-004,,0,false,,,
80,,"567[206{Bactrian γαρο < *gari- (cf. Av. gairi-).}];172[I:487{S.v. Ved. girí- 'Berg, Hügel, Anhöhe' (Iranian forms via YAv. gairi-, Khot. gara-, ggari-, Sogd. γar, Pashto γar), probably PIE *gʷr̥H-i- (cf. Alb. gur 'stone' OCS gora, 'mountain', Lith. girià 'forest').}];81[177-178{S.v. Proto-Slavic *gora 'mountain' (ESSJa VII 29-31), a derivative with the o-grade of the root *gʷrH- (cf. Lith. girià 'woods', Skt. girí- 'mountain, hill').}];458[7: 29-31{PS *gora is derived from PIE *gʷer- and related to Old Indic girí- 'mountian', Avestan gairi- 'mountian', Lithuanian girià 'forest' and Albanian gur 'rock'.}];352[332-333{Cf. s.v. Lith. girià 'Wald, Wüste, Wildnis', from PIE *gʷorH-/*gʷr̥H- 'bewaldeter Berg' (cf. OCS gora 'Berg, Gebirge, Höhe', Ved. girí- 'Berg, Hügel, Anhöhe', YAv. gairí- 'Berg, Gebirge', Gk. βορέας, -ου 'Nordwind, Norden', Alb. gur 'Stein, Fels').}]",*gʷerH-,,Proto-Indo-European,,"Indo-Iranic and Slavic lexemes derived from PIE *gʷerH- ([EWAia](src-172) I:487, [ESSJa](src-458) 7:29-31, [Derksen 2008](src-81):177-178, cf. [ALEW](src-352) 332-333).",4;11,false,104-203;104-204;104-205,,0,false,,,91
81,,,khwala,,Pashto,,,,false,,,0,false,,,
82,,"315[53-59{Discusses the different reconstructions of the PIE word. }];80[517-519{S.v. Hitt. lāman- / lamn- 'name| reputation', from PIE *h₃néh₃mn (cf. Lat. nōmen, Skt. nā́man-, Goth. namo, Gk. ὄνομα, Phr. onoman, Arm. anun, OIr. ainm 'name', etc.). In Proto-Anatolian there was a nasal dissimilation *n … mn > *l … mn.}];66[1084-1085{S.v. ὄνομα, -ατος 'name' gramm. 'word', from PIE *h₃neh₃-mn, *h₃neh₃-mn-, *h₃nh₃-men- 'name'.}];345[288{S.v. TochB ñem* 'name', which along with TochA ñom reflect Proto-Tocharian *ñēmä, as though from PIE *h₁nēmn̥, a variant of the more usual *h₁nōmn̥ (cf. Skt. nā́ma, Av. nāma, Gk. ὄνομα, Arm. anun, etc.).}];79[96-97{S.v. Arm. anun 'name| fame', connected to the IE words for name (Gk. ὄνομα, Lat. nōmen, Skt. nā́man-, Goth. namo, OCS imę, etc.), from PIE *h₃éh₃-mn.}];105[87{S.v. Alb. emër ~ emën 'name', from Proto-Albanian *enmen- or *inmen, from PIE *(o)noHmn̥.}];172[II:35-37{S.v. Ved. nā́man- 'Name, Benennung, Kennzeichen, Wesen, Eigentumlichkeit', from PIE *Hnéh₃-men- (in paradigmatic ablaut with *Hnh₃-mn-, *Hnh₃-mon-), cf. Gk. ὄνομα (Dor. ενυμα- in personal names, Hom. νώνυμ[ν]ος 'nameless'), Arm. anown, Lat. nōmen, Goth. namo, OIr. ainm, OCS imę, Hitt. lāman- TochB ñem, TochA ñom, etc. 'Name'.}];353[556-557{S.v. OPruss. emmens. The Anlaut of the Old Prussian form points to an original zero-grade *h₃nh₃-men-.}];81[212{S.v. Proto-Slavic *jьmę 'name', from PIE *h₃nh₃-men- (cf. Skt. nā́man-, Gk. ὄνομα, Lat. nōmen, etc.).}];54[412-413{S.v. Lat. nōmen 'name', from PIE *h₃neh₃-mn, *h₃nh₃-men- 'name' (cf. OIr. ainm, Hitt. lāman, HLuw. álaman-, Skt. nā́man-, Av. nāman-, Gk. ὄνομα, Phryg. onoman, Arm. anown, Alb. emër (< *emën)| TochA ñom, TochB ñem, OPruss. emmens, OCS imę, Goth. namo, OE nama, OIc. nafn).}];50[38{S.v. Proto-Celtic *anman- 'name', from PIE *h₃nomn 'name' (cf. Hitt. lāman-, Skt. nā́man-, Lat. nōmen, Gk. ὄνομα, Goth. namo, OPruss. emmens, Russ. ímja, Alb. emër, TochB ñom, Arm. anun).}];269[{Certain details of the reconstruction of the PIE word are disputed (cf. Stüber 1998:53-59), but a general shape *Hneh₃-mn̥ with different ablaut variants of the root and suffix tend to be agreed upon. Debate on the identity of the initial laryngeal as *h₁ or *h₃ hinge on interpretation of the Doric Greek forms in ἐνυμα- versus the ὄνομα forms more commonly found elsewhere.}];369[165{S.v. Alb. ém/ër, -ri 'Name| Benennung'. From the IE inherited word for 'name' (cf. OCS imę, OPr. emnes, OIr. ainm, etc.).}];165[382-383{S.v. Proto-Germanic *namōn- 'name', from PIE *h₃nh̥₃-men- (cf. Hitt. lāman- 'name', HLuv. álaman- 'id.', Lyc. alãman 'id.', TochA ñom, TochB ñem 'id.', Skt. nāman-, Av. nāman 'id.', Gk. ὄνομα 'id.' Phryg. onoman 'id.', Arm. anun 'id.' Alb. emër 'id.', OCS imę, OPr. emmens 'id.').}]",*Hneh₃-mn̥,,Proto-Indo-European,,"Anatolian, Tocharian, Hellenic, Armenian, Albanian, Indo-Iranic, Balto-Slavic, Germanic, Italic, and Celtic lexemes reflecting the Indo-European inherited word for 'name' (cf. [EIEC](src-657) 390-391). Certain details of the reconstruction of the PIE word are disputed (cf. [Stüber 1998](src-315):53-59), but a general shape *Hneh₃-mn̥ with different ablaut variants of the root and suffix tend to be agreed upon. Debate on the identity of the initial laryngeal as *h₁ or *h₃ hinge on interpretation of the Doric Greek forms in ἐνυμα- versus the ὄνομα forms more commonly found elsewhere (cf. esp. discussions of [EWAia](src-172) II:35-37, [Beekes 2010](src-66):1084-1085). Cf. also [Kloekhorst 2008](src-80):517-519, [Adams 2013](src-345):288, [Martirosyan 2010](src-79):96-97, [Demiraj 1997](src-369):165, [Orel 1998](src-105):87, [Derksen 2015](src-353):556-557, [Derksen 2008](src-81):212, [Kroonen 2013](src-165):382-383, [de Vaan 2008](src-54):412-413, [Matasović 2009](src-50):38).",4,false,106-003,,0,false,,,
