id,pages,reliability,comment,cognate_class_id,source_id,rfcWeblink
227,134-135,A,"S.v. Proto-Celtic *gʷeltā 'grass', further derived to Proto-Celtic *gʷel-o- 'graze, eat'. The identification of the IE root from which the related forms in Celtic are not generally agreed upon. Perhaps with Arm. klanem 'swallow', Russ. glotat' 'swallow', Lat. gluttio < PIE *gleu̯- (so {ref IEW} 365). Alternatively OE ceole, Germ. Kehle 'throat' < PIE *gel-, but if OIr. gelid is related to the word for grass, then the Celtic proto-form must contain initial *gʷʰ-, since PIE *gʷ- > Proto-Celtic *b-. There does not, however, appear to be evidence for a root *gʷʰel- 'to graze' in Indo-European.",1092,50,
231,108-109,A,"S.v. Proto-Celtic *durno- 'fist', probably a loan from an non-IE language.",1014,50,
232,177,A,"S.v. Proto-Celtic *kʷenno- 'head'. The ablaut attested in cognate vocabulary within Celtic suggest that the lexeme is inherited rather than borrowed from a substratum, but no successful identification with a known PIE root or cognate vocabulary outside of Celtic has yet been made.",1015,50,
235,253,A,"Generally assumed to originate from Proto-Celtic *magos 'plain, field' and cognate with Welsh ma 'place', Old Breton ma 'place', Old Irish magh 'plain', and the locative copula Middle Welsh yma, Middle Breton ema 'is (in a certain place)'. Cf. also Deshayes (2003, 483). ",1018,50,
237,94,A,"*delg̑ʰ- 'to become fixed, solid' (LIV 113), Proto-Celtic *delg-o- 'to hold, contain'. ",1020,50,
242,518-519,A,"Irish and Breton ma belong to PIE *mó 'who?, which, whoever', a pronominal stem which is used in  interrogative and relative functions as well as indefinte enclitic. The Insular Celtic conjunctions originate from *mā́ < *mé-h₂-(é)h₁ 'by what means? how?', an instrumental adverb based on the collective.",1022,294,
243,490,A,"From *kʷé-h₁ le 'far' < 'how far?; how far!', a collocation consisting of the interrogative pronoun *kʷé-h₁ 'how?' (instrumental) and the deictic particle *li, le 'over there, yonder; then'. At an early time, *kʷé-h₁ le was reduced to *kʷéli/e. This latter form underlies among others Brittonic pell < *kʷel-so-.  ",996,294,
244,221ff.,A,,2754,294,
245,452-479,A,"S.v. *kʷó-, *kʷí- 'wer?; irgendwer' (Pronominalstamm, interrogativ; indefinit, wenn enklitisch; ?relativ)",242,294,
246,345,A,"S.v. Proto-Celtic *slad-yo- 'to hit, to slay'. No convincing IE etymology.",1023,50,
248,102-103,A,"S.v. Proto-Celtic *dol-V- 'leaf', from PIE *delh₁- 'blossom' (cf. OE dile 'dill', Arm. dalar 'green'). There are different stems formations in Irish, Brittonic and Gaulish: OIr. duille should be derived from *dolnya, while the Brittonic forms are from *dolya, and Gaulish seems to have a reflex of *dola.",1025,50,
249,83-85,A,"Cf. s.v. *dalh₁- 'herausquellen, hervorsprießen' (LIV 132, IEW 234). Brittonic Middle Welsh deil etc. and Latin folium < *dʰolh₁-(i)yo- (with question mark. Alternative etymology possible).",1025,274,
251,207,A,"S.v. Proto-Celtic *klēyo- 'left', from PIE *k̑lei̯- (cf. Lat. clīuius 'inauspicious, ominous', Goth. hleiduma 'left', Lith. šleĩvas 'bow-legged').",1026,50,
252,152,A,"S.v. Proto-Celtic *garrV- 'calf of the leg, shank'. There is no good Indo-European etymology. Matasović suggests that it may be possible to derive these forms from the PIE word for 'hand' (PIE *g̑ʰesr > Hitt. kissar, Gr. χείρ) and gives two possible developments that would yield the Celtic forms regularly. The semantic development was then 'hand, arm' > 'limb' > '(calf of the) leg'.",1027,50,
254,49,A,"S.v. Proto-Celtic *awV- (?) 'liver'. The Proto-Celtic reconstruction is very uncertain, therefore an IE etymology based on it is even more speculative.",1029,50,
255,337,A,"S.v. Proto-Celtic *sīro- 'long' < *seh₁-ro- 'long lasting' (IEW 891), cf. Skt. sāyá- 'evening', Lat. sērus 'late', Goth. seiþu 'evening'.",1030,50,
256,86-99,A,"Cf. s.v. *dʰég̑ʰ-om-, *dʰg̑ʰ-ém-, *dʰg̑ʰ-m-´-, *g̑ʰ-m̥-m-´-, f. 'Erde' (IEW 414ff.).",907,274,
257,149,A,"The origin of cals is obscure. It may be the same word as Modern Breton kalz 'heap': ur c'hals teil 'a dunghill'. In fact, Modern Breton ur c'halz is sometimes used instead of kalz itself: eur c'halz ac'hanomp 'many of us'.",4939,285,
259,,A,"Cognate class B seems to be wrong. Check Dyen, Isidore Kruskal, Joseph and Black, Paul (1992). An Indoeuropean Classification, a Lexicostatistical Experiment. Transactions of the American Philosophical Society 82/5.
[delete citation]",4939,275,
260,263,A,"S.v. Proto-Celtic *melino- 'yellow', derived from Proto-Celtic *meli 'honey' (from PIE *meli cf. Lat. mel, Gk. μέλι, Hitt. melitt-, Arm. mełr, Alb. mjal).",1089,50,
261,69,A,"S.v. Proto-Celtic *blēdanī- 'year'. The forms point to three different stems: an ī-stem in OW bloidin, MW blwyddyn and a thematic stem *blēda, or *blēdom in W blwydd, OBret. blid, MoBret. bloaz m. and Co. bloth 'year'. W blynedd and OBret. blened originate from zero grade *blid-nii̯o- (originally an adjective?).",1088,50,
262,198,A,"S.v. Proto-Celtic *kayto- 'wood', from IE *kai̯to- 'wood, field' ({ref IEW} 521), cf. Goth. haiϸi 'field'. The reflexes *kai̯to- are restricted to Celtic and Germanic; perhaps a borrowing from a NW European substratum language.",1087,50,
265,274,A,"S.v. Proto-Celtic *mogu- 'servant', from PIE *mogʰ-u- 'young person' ({ref IEW} 696), cf. Goth. magus 'boy', mawi 'young girl', Av. maγava- 'unmarried').",1086,50,
266,422-428,A,"S.v. 1. *ko, 1. *kóm 'zusammen, mit, bei' (Adverb, lokal; oft mit Instr.)",960,294,
268,730,A,"First attested in the Catholicon (1499). Verb related to the noun torch m. 'cork, stopper, torch', first attested in the Catholicon (1499) and borrowed from Old French torche 'torch' (1170), from Vulgar Latin *torca from Classical Latin torqua.
Verb derived productively from this borrowed noun or rather from the French Verb torcher 'to wipe'? (CHECK attestations)
",4940,309,
269,1142-1143,A,"S.v. παῖς, παιδός 'child, boy, son, slave, servant', more rarely 'girl, daughter'. The Greek forms are from PIE *peh₂-u- 'few, little' with further stem enlargements in *-i-d-. Disyllabic forms in epic and dialectal texts point to original *παϝ-ι-δ-. παίζω 'play' is a denominative verb to this lexeme.",1519,66,
270,47,A,"S.v. Proto-Celtic *awelā 'breeze, wind', cf. PIE *h₂uh₁-el- (IEW 81ff.). Neuter l-stem, probably with nom. sg. *h₂ewh₁-l, gen. sg. *h₁uh₂-el-s, cf. Gk. ἄελλα 'stormwind'.",342,50,
271,"159, 161",B,"Pedersen thinks that ir. fracc 'woman', Welsh gwrach, Breton groac'h 'old woman' are cognate with lat. uirgō 'virgin', uirāgō 'warlike woman'. He thus reconstructs a Proto-Celtic n-stem nom. sg. *u̯ragṓ, gen. sg. u̯ragn-ós. The genitive developed to *u̯ragg-ós > brit. *u̯rakk-ós. In British, a new nominative *wrakō was then formed for this genitive. This nominative underlies Middle Welsh gwreic, Modern Welsh gwraig, Middle Breton gurec etc.
Pedersen (159) doubts that these words are cognate with the word for 'man'. ",1083,307,
272,682,A,Latin virgō 'virgin' is not cognate with PIE *uiHro- 'man'.,1083,54,
273,135,A,"S.v. *flitano-, *flitawī 'broad', from PIE *plth₂u- 'broad', *plth₂u̯ih₂ 'the broad one' (cf. pr̥thivī́- 'earth', Gk. Πλάταια (toponym)). Proto-Celtic *flitawī directly represents the feminine form, while *flitano- is from derived *plth₂-no- (cf. Hitt. paltana- 'shoulder').",667,50,
274,452,A,"Interrogative, nom. sg. animate *kʷí-s 'who?'. The full-grade *kʷei̯-Ø 'who' of the Insular Celtic interrogative is unparalleled and originates probably by analogy with the anaphoric pronoun nom. sg. *éi̯-Ø 'he'. Cp. the alternative analysis p. 463 with fn. 60.",7520,294,
275,1523,A,S.v. φαρδύς. From Medieval Greek φαρδύς < Ancient (εὐ-)φραδής 'wise; linguistically correct' (with metathesis /fra-/ > /far-/).,3091,382,
276,55,A,Oir. cía and Late-Proto-British *pui reflect Insular Celtic *kʷē(s). Its ultimate origin is unclear: Proto-Celtic *kʷes-est(i) 'who is?',7520,273,
277,399,A,From pez tra 'what thing'? The noun pez 'thing' developed into the interrogative 'what'. ,4942,289,
278,,A,"Petra does not belong to cognate class A. Pe- < *pez just happens to be homonymous.      CHECK Dyen, Isidore Kruskal, Joseph and Black, Paul (1992). An Indoeuropean Classification, a Lexicostatistical Experiment. Transactions of the American Philosophical Society 82/5.",4942,275,
279,315-316,A,"S.v. δένδρεον 'tree'. Ancient Greek δένδρον is generally connected with PIE *deru-/*doru- 'wood' (cf. also Chantraine, DELG pp.262-263). Δένδρεον < *δενδρεϝον agrees with the Germanic word for 'tree' (Goth. triu, OE trēow 'tree', etc.), but the form of reduplication to the stem is rare in Greek. Cf. also Gk. δόρυ 'wood, tree (trunk), spear' from *dóru-.",503,66,
281,,A,"From Ancient Greek ἐπειδή 'after that, since, when'",1453,271,
285,405,L,"S.v. Bret. kof 'ventre', borrowed during the Middle Breton period from Old French *coffe, variant of coffre (1175) from Vulgar Latin *cophinum in turn of Greek origin. First attested in the Catholicon (1499).",973,309,
286,445,C,S.v. Bret. labouss 'oiseau'. It has been assumed to originate from Latin locusta 'grasshopper' but rather of unknown origin. First attested in the Catholicon (1499).,2205,309,
287,,A,"Although a borrowing seems to be likely, the sources proposed so far are semantically unconvincing. ",2205,275,
288,436,L,"Related to Middle Breton croc adj. 'attached, taken', m. 'catch, hook, efford' from Old French croc (end of 12th cent.) from Scandinavian krôkr. Croc and creguiff are both first attested in the Catholicon (1499). 
",975,309,
289,,A,"The Middle Breton verb may be productively formed from the noun and is thus not borrowed itself.
 ",975,275,
290,543,A,"S.v. Bret. oabr 'ciel, nues' corresponding to W wybr, also equivalent to Co. ebren 'firmament' and W wybren 'id.'; Bret. koabr coll. 'nues, nuages noirs' from k- + oabr supposing *com-oepr. First attested in the Catholicon (1499).",4925,309,
291,471,A,From Proto-Celtic *lutno-.,2429,309,
292,379,A,"Also in the placename Cevenna 'Cevennes', which points to Gaulish *Cebenna. From Proto-Celtic *cebn-.",969,309,
293,295,A,"S.v. Bret. gwad 'sang; sève' from Old Breton gouet and corresponding to Cornish gos (Old Cornish guit), Welsh gwaed (Middle Welsh guayt) and to Gaelic féith from Proto-Celtic u̯ait-o-.",977,309,
294,413,L,"S.v. Bret. kont 'compte; mention, situation', a borrowing from Old French conte, deverbal to conter 'compter, calculer', ultimately from Lat. computāre. Associated verbs kontañ (contaff), kontiñ (contein), conto 'compter, considérer'.",984,309,
295,,A,"Middle Breton niveraff is first attested in the Catholicon (1499). It can be analyzed as a denominal verb. The basis niver 'number' is borrowed from Latin numerus. This borrowing took place early, cf. Old Breton nimer 'number'. Middle Breton niveraff thus is either inherited from Old Breton or formed productively from niver.",6023,275,
296,476,A,"S.v. Bret. lous 'sale', corresponding to Cornish lôs 'vil, souillé, misérable, sordide' and Old French los 'misérable, méchant, taquin'. Of obscure origin.",987,309,
297,S-60,A,"Cf. s.v. OIr. secc 'desséche, dur, rigide', a borrowing from Lat. siccus, also borrowed in Brythonic, cf. OW sich, MW, W sych 'sec' Corn. sichor 'siccitas' MCorn. sech 'sec', OBret. sech 'sèche'.",4358,296,
298,596,A,"S.v. Bret. poultr 'poudre', like Corn. polter a borrowing from Old French poldre (< Lat. pulverem).",6026,309,
299,669-70,A,"S.v. Bret. skouarn 'oreille, anse, oreillion', cf. Co. scovarn, W. ysgyfarn, from Proto-Celtic *skob-erna.",991,309,
300,197,A,"S.v. Bret. douar 'terre, domaine', from Old Breton doiar with correspondences in Co. dor and W daear. Of uncertain origin.",992,309,
301,173,A,From Old Breton diprim < *di- + prim. The second element corresponds to Irish crim- in crimóg 'morsel' (where attested? Neither in eDIL nor in Ó Dónaill).,993,309,
302,420,A,"Cf. the cognate nouns Breton kouez m. 'fall', Welsh cwydd 'fall'. Based on Proto-Celtic *kei̯d-.",995,309,
303,451,L,"Attested in the Catholicon (1499). (Deshayes gives 1396 as date of first attestation. What source is this?)
Borrowed from Old French lard, lart (12th cent.) < Latin laridum 'fat'.",4359,309,
307,366,A,"S.v. Bret. kann adj. qual. 'blanc' from Proto-Celtic *kando-; from the adjective is derived the verb kannañ (cannaff 1499) 'blanchir, laver; se battre, combattre, bagarrir' identical to Cornish canna 'blanchir' and to Welsh cannaf, cannu 'blanchir'. The original meaning of the verb is 'to bleach laundry (by beating)' > 'to beat'.",1091,309,
308,574,L,"S.v. Bret. pesk 'poisson', first attested in the Catholicon (1499). corresponding to Cornish pysk (Old Cornish pisc) and Welsh pesg. The three are borrowed from Latin piscis.",4362,309,
311,242,A,"First attested in the Catholicon (1499), cf. the cognate noun flod 'flood, tide; fleet' (beginning of 16th cent.). The latter is borrowed from Old French flot (1175) from Frankish *flôt 'flood' and Skandinavian floti 'raft'.
Pre-Modern Breton borrowing.",4960,309,
312,144,A,"S.v. Bret. brum 'nuage de brume', a loanword from Old French brume 'hiver', in turn from Lat. bruma. First attested in Maunoir, Les dictionnaires... 1659. Productively formed from Middle Breton brume (1499). Only the latter is a loan-word.",4967,309,
313,90,A,"S.v. Proto-Celtic *danto- 'tooth', from PIE *h₁dont- 'tooth' (cf. Lat. dēns, Skt. dánt-, Gk. ὀδών, Lith. dantìs, OHG zand). The reconstruction of the initial laryngeal is uncertain. Some prefer to see an original participle of the verb 'to eat' *h₁ed-, but others reconstruct *h₃- from which Gk. ὀδών is derived more straightforwardly.",4968,50,
314,,A,Denominal verb based on the lexeme for 'tooth'. Parallel formations possible. CHECK,4968,275,
315,208-220,A,"S.v. *h₁ed- '(beißen →) essen' (LIV² 230f., IEW 287ff.).",328,274,
316,230-231,A,S.v. *h₁ed- '(beißen →) essen' (IEW 287-289).,210,141,
317,258,A,"S.v. Bret. frwezh 'fruit', corresponding to Co. fruyth, W. ffrwyth, which are all borrowed from Lat. fructum.",4364,309,
318,305-06,A,S.v. Bret. gwer 'vert'; presupposes an older form *guerz equivalent to Welsh gwyrdd (Old Welsh guird) which go back to a late Latin *virdis (Latin viridis).,4931,309,
319,422,L,"First attested in the manuscript version of the Catholicon (1464). Borrowed from Old French coraille 'guts, intestines' (1160) based on Latin cor 'heart'.",4932,309,
320,115,A,"S.v. Bret. blew 'chevelure, cheveux, poils, robe (d'animal), from Old Breton bleu and corresponding to Cornish blew (Old Cornish bleu) and to Welsh blew, further from Proto-Celtic *blou̯i-, without nay further cognates (cf. Henry, Lexique étymologique du breton moderne, Rennes 1900).",1013,309,
321,361,A,"S.v. Bret. kalon 'cœur, âme (de cordage)', from Old Breton calonn and corresponding to Co. colon and Welsh calon, from Proto-Celtic *kal-ona-.",1016,309,
322,596,A,"S.v. Bret. pounner 'lourd; exagéré, grave', a borrowing from Latin ponderis 'of weight'.",1017,309,
324,666,A,"S.v. Bret. sko s.m. 'frappe, heurt; échouage'; denominal verb skoiñ (squeiff, 1499). The noun continues Old Breton sco 'coup', but the further etymology remains obscure.",1019,309,
326,153,L,"S.vv. Bret. chass 'chiens', 'dogs' a borrowing from Old French chace (chasse) 'hunt' (n.), the verb chasseal 'chasser' is productively formed within Breton from chass 'chiens'.",4937,309,
327,,A,Verb formed productively from a borrowed base.,4937,275,
328,329,A,"S.v. Proto-Celtic *selgā 'hunt' (noun), from which the verbal forms are derived, based on PIE *selg̑- 'send away, set loose' (cf. Skt. sr̥játi 'sets loose, discharges', AGk. (dial.) λαγάσαι 'to set free', MHG selken 'to trickle, drip'). MoBret. emholc'h is from *ambi-selg-o-.",1716,50,
329,325,A,"Cf. s.v. Bret. hel'ch 'fait d'être essoufflé', from Old Breton holg 'recherche, enquête, chasse' and corresponding to Co. helgh 'chasse', and Olr. seilg 'chasse'.",1716,309,
330,669,A,"S.v. Bret. skorn 'glace', a word of obscure origin. First attested in the Catholicon (1499).",1021,309,
331,681,L,"Favereau cites Cornish scorn and Old French sorne (Ernault). Cf. scorne 'scoria, vitrified/petrified mass found in the melting vessel originating from metallurgic processes'. How likely is it that a borrowed technical term like this becomes the Swadesh term for 'ice'? ",1021,235,
332,251,A,"Proto-Celtic *mā, *ma 'if', conjunction < PIE: *meh₂- (particle) (IEW 966), cognate with Greek mḗn (particle).
""The short vowel seen in Olr. ma and MBret. ma could perhaps be
explained by shortening in clitics. Cf. also particles such as Hitt. -ma 'but', Skt. sma."" Matasović takes ma and mar to be identical.",1022,50,
