id,citation_text,description,bookauthor,booktitle,chapter,edition,howpublished,note,number,institution,pages,title,ENTRYTYPE,link,volume,year,shorthand,author,editor,editora,publisher,series,authortype,booksubtitle,editoratype,editortype,isbn,journaltitle,location,part,subtitle,deprecated,TRS,respect
133,"Gershevitch, Ilya (1954). A Grammar of Manichean Sogdian. Oxford: Blackwell.",,,,,,,,,,,A Grammar of Manichean Sogdian,book,,,1954,Gershevitch 1954,"Gershevitch, Ilya",,,Blackwell,,P,,,,,,Oxford,,,False,False,
134,"Sims-Williams, Nicholas (1989a). East Middle Iranian. Ed. by Rüdiger Schmitt. Compendium Linguarum Iranicarum. Wiesbaden: Reichert.",,,,,,,,,,,East Middle Iranian,book,,,1989,Sims-Williams 1989a,"Sims-Williams, Nicholas","Schmitt, Rüdiger",,Reichert,Compendium Linguarum Iranicarum,P,,,,,,Wiesbaden,,,False,False,
135,"Sims-Williams, Nicholas (1989b). Sogdian. Ed. by Rüdiger Schmitt. Compendium Linguarum Iranicarum. Wiesbaden: Reichert.",,,,,,,,,,,Sogdian,book,,,1989,Sims-Williams 1989b,"Sims-Williams, Nicholas","Schmitt, Rüdiger",,Reichert,Compendium Linguarum Iranicarum,P,,,,,,Wiesbaden,,,False,False,
136,"Gharib, Badresaman (1995). Sogdian dictionary. Teheran: Farhangan Publications.",,,,,,,,,,,Sogdian dictionary,book,,,1995,Gharib 1995,"Gharib, Badresaman",,,Farhangan Publications,,P,,,,,,Teheran,,,False,False,
137,"Garrett, Andrew. University of California, Berkeley.",,,,,,,"University of California, Berkeley",,,,,misc,,,,"Garrett, Andrew","Garrett, Andrew",,,,,E,,,,,,,,,False,False,
140,"Pinault, Georges-Jean (1989). Introduction au Tokharien. LALIES – Actes des sessions de linguistique et de littérature. Paris: Presses de L’École Normale Supérieure, pp. 7–224.",,,,,,,,,,7–224,Introduction au Tokharien,book,,,1989,Pinault 1989,"Pinault, Georges-Jean",,,Presses de L'École Normale Supérieure,LALIES – Actes des sessions de linguistique et de littérature,P,,,,,,Paris,,,False,False,
141,"Rix, Helmut (2001). Lexikon der Indogermanischen Verben (LIV²). 2nd ed. Wiesbaden: Reichert.",,,,,2,,,,,,Lexikon der Indogermanischen Verben (LIV²),book,,,2001,LIV²,"Rix, Helmut",,"Kümmel, Martin and Zehnder, Thomas and Lipp, Reiner and Schirmer, Brigitte",Reichert,,P,,collaborator,,,,Wiesbaden,,,False,False,
142,"Mizerski, Witold (2012). Polish Swadesh List Elicitation.",,,,,,,Polish Swadesh List Elicitation,,,,,misc,,,2012,Mizerski 2012,"Mizerski, Witold",,,,,E,,,,,,,,,False,False,
143,"de Blois, François. “The Name of the Black Sea”. In: Iranian Languages and Texts from Iran and Turan. Ronald E. Emmerick Memorial Volume. Ed. by M. Macuch, M. Maggi & W. Sundermann. Wiesbaden: Harassowitz, pp. 1–8.",,,Iranian Languages and Texts from Iran and Turan,,,,,,,1–8,The Name of the Black Sea,inbook,,,2007,de Blois 2007,"de Blois, François","Macuch, M. and Maggi, M. and Sundermann, W.",,Harassowitz,,P,,,,,,Wiesbaden,,,False,False,
144,"Melchert, H. Craig (1993b). Lycian Lexicon. 2nd ed. Ann Arbor: Beech Stave.",,,,,2,,,,,,Lycian Lexicon,book,,,1993,Melchert 1993b,"Melchert, H. Craig",,,Beech Stave,,P,,,,,,Ann Arbor,,,False,False,
145,"Thomas, Werner (1964). Tocharisches Elementarbuch. Vol. II: Texte und Glossar. Heidelberg: Carl Winter.",,,,,,,,,,,Tocharisches Elementarbuch,book,,II: Texte und Glossar,1964,Thomas 1964,"Thomas, Werner",,,Carl Winter,,P,,,,,,Heidelberg,,,False,False,
146,"Pinault, Georges-Jean (2004). Core of Tocharian Etymology. unpublished Handout.",,,,,,,unpublished Handout,,,,Core of Tocharian Etymology,book,,,2004,Pinault 2004,"Pinault, Georges-Jean",,,,,E,,,,,,,,,False,False,
147,"Carling, Gerd (2009). Dictionary and Thesaurus of Tocharian A. In collab. with Georges-Jean Pinault & Werner Winter. Vol. 1: A-J. Wiesbaden: Harrassowitz.",,,,,,,,,,,Dictionary and Thesaurus of Tocharian A,book,,1: A-J,2009,Carling 2009,"Carling, Gerd","Pinault, Georges-Jean and Winter, Werner",,Harrassowitz,,P,,,collaborator,,,Wiesbaden,,Volume 1: A-J,False,False,
149,"Hilmarsson, Jörundur (1996). Materials for a Tocharian Historical and Etymological Dictionary. Raykjavík: Málvísindastofnun Háskola Íslands.",,,,,,,,,,,Materials for a Tocharian Historical and Etymological Dictionary,book,,,1996,Hilmarsson 1996,"Hilmarsson, Jörundur",,,Málvísindastofnun Háskola Íslands,,P,,,,,,Raykjavík,,,False,False,
150,"Holm, H. J. J. G. Independent Scholar.",,,,,,,Independent Scholar,,,,,misc,,,,"Holm, H. J. J. G.","Holm, H. J. J. G.",,,,,E,,,,,,,,,False,False,
151,"Lucht, Martina (2007). Der Grundwortschatz des Altirischen. Bonn: Rheinische Friedrich-Wilhelms-Universität.",,,,,,,,,,,Der Grundwortschatz des Altirischen,book,,,2007,Lucht 2007,"Lucht, Martina",,,Rheinische Friedrich-Wilhelms-Universität,,P,,,,,,Bonn,,,False,False,
152,"Kent, Roland G. (1953). Old Persian: Grammar, Texts, Lexicon. American Oriental Series 33. New Haven: American Oriental Society.",,,,,,,,33,,,"Old Persian: Grammar, Texts, Lexicon",book,,,1953,Kent 1953,"Kent, Roland G.",,,American Oriental Society,American Oriental Series,P,,,,,,New Haven,,,False,False,
153,"Paul, Ludwig (1998). Zazaki: Grammatik und Versuch einer Dialektologie. Beiträge zur Iranistik 18. Wiesbaden: Reichert.",,,,,,,,18,,,Zazaki: Grammatik und Versuch einer Dialektologie,book,,,1998,Paul 1998,"Paul, Ludwig",,,Reichert,Beiträge zur Iranistik,P,,,,,,Wiesbaden,,,False,False,
154,"Zarubin, I. I. (1960). Šugnanskije teksty i slovar’. Moscow: Izdatel’vo Akademij Nauk SSSR.",,,,,,,,,,,Šugnanskije teksty i slovar',book,,,1960,Zarubin 1960,"Zarubin, I. I.",,,Izdatel'vo Akademij Nauk SSSR,,P,,,,,,Moscow,,,False,False,
155,"Pakhalina, T. N. (1971). Sarykol’sko-Russkij slovar’. Moscow: Nauka.",,,,,,,,,,,Sarykol'sko-Russkij slovar',book,,,1971,Pakhalina 1971,"Pakhalina, T. N.",,,Nauka,,P,,,,,,Moscow,,,False,False,
156,"Abaev, Vasilij Ivanovič, (1959–1995). Istoriko-etimologicheskij slovar’ osetinskogo jazyka [A Historical-Etymological Dictionary of the Ossetic Language]. 5 volumes: A – K (1959), L – R (1973), S – T (1979), U – Z (1989), Register (1995). Leningrad and Moscow: Nauka.","Том I: A – Kʼ (1959), Том II: L – R (1973), Том III: S–Tʼ (1979), Том IV: U – Z (1989), Указатель (1995).",,,,,,"5 volumes: A – Kʼ (1959), L – R (1973), S – Tʼ (1979), U – Z (1989), Register (1995)",,,,Istoriko-etimologicheskij slovar' osetinskogo jazyka [A Historical-Etymological Dictionary of the Ossetic Language],book,,,1959/1995,Abaev 1959–1995,"Abaev, Vasilij Ivanovič",,,Nauka,,,,,,,,Leningrad and Moscow,,,False,False,
157,"Delamarre, Xavier (2003). Dictionnaire de la langue gauloise. une approche linguistique du vieux-celtique continental. 2nd ed. Paris: Errance.",,,,,2,,,,,,Dictionnaire de la langue gauloise,book,,,2003,Delamarre 2003,"Delamarre, Xavier",,,Errance,,P,,,,,,Paris,,,False,False,
158,"Lambert, Pierre-Yves (1995). La langue gauloise. description linguistique, commentaire d’inscriptions choisies. 2nd ed. Paris: Errance.",,,,,2,,,,,,La langue gauloise,book,,,1995,Lambert 1995,"Lambert, Pierre-Yves",,,Errance,,P,,,,,,Paris,,,False,False,
160,"Liddell, H. G., R. Scott & H. S. Jones (1968). A Greek-English Lexicon (LSJ). Oxford.",,,,,,,,,,,A Greek-English Lexicon (LSJ),book,,,1968,LSJ,"Liddell, H. G. and Scott, R. and Jones, H. S.",,,,,P,,,,,,Oxford,,,False,False,
163,"Gómez de Silva, Guido (1985). Elsevier’s concise Spanish etymological dictionary. Amsterdam: Elsevier.",,,,,,,,,,,Elsevier’s concise Spanish etymological dictionary,book,,,1985,Gómez de Silva 1985,"Gómez de Silva, Guido",,,Elsevier,,P,,,,,,Amsterdam,,,False,False,
165,"Kroonen, Guus (2013). Etymological Dictionary of Proto-Germanic. Leiden: Brill.",,,,,,,,,,,Etymological Dictionary of Proto-Germanic,book,,,2013,Kroonen 2013,"Kroonen, Guus",,,Brill,,P,,,,,,Leiden,,,False,False,
166,"Gonda, Jan (1971). Old Indian. Handbuch der Orientalistik 1. Leiden and Köln: Brill.",,,,,,,,1,,,Old Indian,book,,,1971,Gonda 1971,"Gonda, Jan",,,Brill,Handbuch der Orientalistik,P,,,,,,Leiden and Köln,,,False,False,
168,"Boretzky, Norbert & Birgit Igla (1994). Wörterbuch Romani-Deutsch-Englisch für den südosteuropäischen Raum. Wiesbaden: Harrassowitz.",,,,,,,,,,,Wörterbuch Romani-Deutsch-Englisch für den südosteuropäischen Raum,book,,,1994,Boretzky & Igla 1994,"Boretzky, Norbert and Igla, Birgit",,,Harrassowitz,,P,,,,,,Wiesbaden,,,False,False,
169,"Kumar, Ritesh & Deepak Alok. Jawaharlal Nehru University, Research Scholars, Centre for Linguistics, School of Language, Literature & Culture Studies (SLL & CS), Jawaharlal Nehru University (JNU), New Delhi.","Research Scholars, Centre for Linguistics,
School of Language, Literature & Culture Studies (SLL & CS), Jawaharlal Nehru University (JNU), New Delhi.",,,,,,"Jawaharlal Nehru University, Research Scholars, Centre for Linguistics, School of Language, Literature \& Culture Studies (SLL \& CS), Jawaharlal Nehru University (JNU), New Delhi",,,,,misc,,,,"Kumar, Ritesh & Alok, Deepak","Kumar, Ritesh and Alok, Deepak",,,,,P,,,,,,,,,False,False,
170,"Martirosyan, Hrach. Leiden University, Author of the Etymological Dictionary of the Armenian Inherited Lexicon.",Author of the Etymological Dictionary of the Armenian Inherited Lexicon.,,,,,,"Leiden University, Author of the Etymological Dictionary of the Armenian Inherited Lexicon",,,,,misc,,,,"Martirosyan, Hrach","Martirosyan, Hrach",,,,,E,,,,,,,,,False,False,
171,"Meier-Brügger, Michael (2000). Indogermanische Sprachwissenschaft. Berlin and New York: Walter de Gruyter.",,,,,,,,,,,Indogermanische Sprachwissenschaft,book,,,2000,Meier-Brügger 2000,"Meier-Brügger, Michael",,,Walter de Gruyter,,P,,,,,,Berlin and New York,,,False,False,
172,"Mayrhofer, Manfred (1986–1996). Etymologisches Wörterbuch des Altindoarischen (EWAia). Carl Winter Heidelberg.",,,,,,,,,,,Etymologisches Wörterbuch des Altindoarischen (EWAia),book,,,1986/1996,EWAia,"Mayrhofer, Manfred",,,Carl Winter,,,,,,,,Heidelberg,,,False,False,
174,"Frisk, Hjalmar (1960-1972). Griechiches Etymologisches Wörterbuch. Heidelberg: Carl Winter. (3 Vols.)",,,,,,,,,,,Griechiches Etymologisches Wörterbuch,book,,,1960-1972,Frisk 1960-1972,"Frisk, Hjalmar",,,Carl Winter,,P,,,,,,Heidelberg,,,False,False,
175,"Walde, Alois & J. B. Hofmann (1938–1954). Lateinisches Etymologisches Wörterbuch. two volumes: A–L 1938 and M–Z 1954. Heidelberg: Winter.","Two vols: 1. A-L  (1938), M-Z (1954).",,,,,,two volumes: A–L 1938 and M–Z 1954,,,,Lateinisches Etymologisches Wörterbuch,book,,,1938/1954,Walde & Hofmann 1938–1954,"Walde, Alois and Hofmann, J. B.",,,Winter,,,,,,,,Heidelberg,,,False,False,
176,"Carling, Gerd. Lund University, Associate Professor Linguistics, Lund University, Dr.Phil. Comparative Indo-European Linguistics and Sanskrit, Gothenburg University.","Associate Professor Linguistics, Lund University, Dr.Phil. Comparative Indo-European Linguistics and Sanskrit, Gothenburg University.",,,,,,"Lund University, Associate Professor Linguistics, Lund University, Dr.Phil. Comparative Indo-European Linguistics and Sanskrit, Gothenburg University.",,,,,misc,,,,"Carling, Gerd","Carling, Gerd",,,,,E,,,,,,,,,False,False,
177,"Ahlner, Felix. The Elfdalian dialect of Swedish. PhD Linguistics, Lund University, unpublished Ms. provided by Gerd Carling 2013-02-27.",Provided by Gerd Carling 2013-02-27,,,,,,"PhD Linguistics, Lund University, unpublished Ms. provided by Gerd Carling 2013-02-27",,,,The Elfdalian dialect of Swedish,book,,,,"Ahlner, Felix","Ahlner, Felix",,,,,P,,,,,,,,,False,False,
178,"Vasmer, Max (1953-1958). Russisches Etymologisches Wörterbuch (3 Vols.). Heidelberg: Carl Winter.",,,,,,,,,,,Russisches Etymologisches Wörterbuch,book,,,1953-1958,Vasmer 1953-1958,"Vasmer, Max",,,Carl Winter,,P,,,,,,Heidelberg,,,False,False,
179,"Lehmann, Winfred P. A Gothic Etymological Dictionary. Leiden: Brill.",,,,,,,,,,,A Gothic Etymological Dictionary,book,,,1986,Lehmann 1986,"Lehmann, Winfred P.",,,Brill,,P,,,,,,Leiden,,,False,False,
180,"Olsen, Birgit Anette (1999). The Noun in Biblical Armenian. Berlin and New York: Walter de Gruyter.",,,,,,,,,,,The Noun in Biblical Armenian,book,,,1999,Olsen 1999,"Olsen, Birgit Anette",,,Walter de Gruyter,,P,,,,,,Berlin and New York,,,False,False,
181,"Blažek, Václav. Armenian Swadesh list. unpublished manuscript.",,,,,,,unpublished manuscript,,,,Armenian Swadesh list,book,,,,"Blažek, Václav","Blažek, Václav",,,,,P,,,,,,,,,False,False,
182,"Novotná, Petra & Václav Blažek (2008). Rétrorománske jazyky: přehled klasifikace. Linguistica Brunensia – Sborník prací filozofické fakulty brněnskě univerzity A 56, pp. 15–32.",,,,,,,,A 56,,15–32,Rétorománske jazyky: přehled klasifikace,book,,,2008,Novotná & Blažek 2008,"Novotná, Petra and Blažek, Václav",,,,Linguistica Brunensia – Sborník prací filozofické fakulty brněnskě univerzity,,,,,,,,,,False,False,
183,"de Vaan, Michiel (2003). The Avestan Vowels. Amsterdam: Rodopi.",,,,,,,,,,,The Avestan Vowels,book,,,2003,de Vaan 2003,"de Vaan, Michiel",,,Rodopi,,P,,,,,,Amsterdam,,,False,False,
184,"Bartholomae, Christian (1904). Altiranisches Wörterbuch. Strassburg: K. J. Trübner.",,,,,,,,,,,Altiranisches Wörterbuch,book,,,1904,Bartholomae 1904,"Bartholomae, Christian",,,K. J. Trübner,,P,,,,,,Strassburg,,,False,False,
185,"Schwartz, Martin (2006). On Haoma, and its Liturgy in the Gathas. Ed. by A. Panaino & A. Piras. Proceedings of the 5th Conference of the Societas Iranologica Europæa 1. Milan: Mimesis, pp. 215–224.",,,,,,,,1,,215–224,"On Haoma, and its Liturgy in the Gathas",book,,,2006,Schwartz 2006,"Schwartz, Martin","Panaino, A. and Piras, A.",,Mimesis,Proceedings of the 5th Conference of the Societas Iranologica Europæa,P,,,,,,Milan,,,False,False,
186,"Thordarson, Fridrik (2009). Ossetic Grammatical Studies. Vienna: ÖAW.",,,,,,,,,,,Ossetic Grammatical Studies,book,,,2009,Thordarson 2009,"Thordarson, Fridrik",,,ÖAW,,P,,,,,,Vienna,,,False,False,
187,"Barker, Muhammad Abd-al-Rahman (1969). A course in Baluchi. url: http://dsal.uchicago.edu/dictionaries/barker/.",,,,,,,,,,,A course in Baluchi,online,http://dsal.uchicago.edu/dictionaries/barker/,,1969,Barker 1969,"Barker, Muhammad Abd-al-Rahman",,,,,U,,,,,,,,,False,False,
188,Schweizerisches Idiotikon. Wörterbuch der schweizerdeutschen Sprache. digital edition reproducing original publication. url: https://www.idiotikon.ch/online-woerterbuch.,Online: http://www.idiotikon.ch/index.php?option=com_content&task=view&id=41&Itemid=67,,,,,,digital edition reproducing original publication,,,,Schweizerisches Idiotikon,online,https://www.idiotikon.ch/online-woerterbuch,,,Schweizerisches Idiotikon,,,,Schwabe,,P,,,,,,Basel,,Schweizerdeutsches Wörterbuch,False,False,
189,"Haugen, Einar (1965). Norwegian-English Dictionary. University of Wisconsin Press.",,,,,,,,,,,Norwegian-English Dictionary,book,,,1965,Haugen 1965,"Haugen, Einar",,,University of Wisconsin Press,,P,,,,,,,,,False,False,
192,"Dell’Andrea, Don Lorenzo (1997). Vocabolario italiano-ladino di Selva di Cadore, Taliàn-Selvàn. Pubblicazioni e studi / Union de i ladiñ de Selva 11. Selva di Cadore (BL): Union de i ladiñ de Selva. url: http://www.istitutoladino.it/index.php?option=com_content&view=article&id=45.",,,,,,,,11,,,"Vocabolario italiano-ladino di Selva di Cadore, Taliàn-Selvàn",book,http://www.istitutoladino.it/index.php?option=com_content&view=article&id=45,,1997,Dell’Andrea 1997,"Dell'Andrea, Don Lorenzo",,,Union de i ladiñ de Selva,Pubblicazioni e studi / Union de i ladiñ de Selva,P,,,,,,Selva di Cadore (BL),,,False,False,
193,"Blažek, Václav (2009). “On the position of Gaulish within Celtic from the point of view of glottochronology”. In: Indogermanische Forschungen 114. Ed. by Benjamin W. Fortson, Elisabeth Rieken & Paul Widmer, pp. 257–299.",,,,,,,,114,,257–299,On the position of Gaulish within Celtic from the point of view of glottochronology,article,,,2009,Blažek 2009,"Blažek, Václav","Fortson, Benjamin W. and Rieken, Elisabeth and Widmer, Paul",,de Gruyter,,P,,,,,Indogermanische Forschungen,Berlin and Boston,,,False,False,
196,"ten Doornkaat Koolman, J. (1879–1984). Wörterbuch der ostfriesischen Sprache Band 1–3. Norden: Herm. Braams. url: https://archive.org/details/wrterbuchderos01dooruoft.",,,,,,,,,,,Wörterbuch der ostfriesischen Sprache Band 1–3,book,https://archive.org/details/wrterbuchderos01dooruoft,,1879/1984,ten Doornkaat Koolman 1879–1984,"ten Doornkaat Koolman, J.",,,Herm. Braams,,,,,,,,Norden,,,False,False,
197,"Sipma, P. (1913). Phonology and grammar of modern West Frisian. Oxford: Oxford University Press.",,,,,,,,,,,Phonology and grammar of modern West Frisian,book,,,1913,Sipma 1913,"Sipma, P.",,,Oxford University Press,,P,,,,,,Oxford,,,False,False,
198,"Mucke, Ernst (1920). Serbsko-němski a němsko-serbski přiručny słownik – Wendisch-deutsches u. deutsch-wendisches Handwörterbuch. Upper Sorbian dictionary. Bautzen: Schmaler’s Buchhandlung.",Upper Sorbian.,,,,,,Upper Sorbian dictionary,,,,Serbsko-němski a němsko-serbski přiručny słownik – Wendisch-deutsches u. deutsch-wendisches Handwörterbuch,book,,,1920,Mucke 1920,"Mucke, Ernst",,,Schmaler’s Buchhandlung,,P,,,,,,Bautzen,,,False,False,
199,"Griffiths, Bruce & Dafydd Glyn Jones. Geriadur yr Academi – The Welsh Academy English-Welsh Dictionary Online. url: http://geiriaduracademi.org/.",,,,,,,,,,,Geriadur yr Academi – The Welsh Academy English-Welsh Dictionary Online,online,http://geiriaduracademi.org/,,,Geriadur yr Academi,"Griffiths, Bruce and Jones, Dafydd Glyn",,,,,U,,,,,,,,,False,False,
201,"Grierson, George A. (1884). Seven Grammars of the Dialects and Subdialects of the Bihárí Language. .II: Bhojpúrí Dialect. Calcutta: Bengal Secretariat Press.",,,,,,,,,,,Seven Grammars of the Dialects and Subdialects of the Bihárí Language,book,,,1884,Grierson 1884,"Grierson, George A.",,,Bengal Secretariat Press,,P,,,,,,Calcutta,,Part II Bhojpúrí Dialect,False,False,
202,"Steensland, Lars (2010). Material till en älvdalsk ordbok [Material for an Elfdalian lexicon]. Älvdalen: Ulum Dalska.","Steensland, Lars. (2010). Material till en älvdalsk ordbok [Material for an Elfdalian lexicon]. Ulum Dalska, Älvdalen.",,,,,,,,,,Material till en älvdalsk ordbok [Material for an Elfdalian lexicon],book,,,2010,Steensland 2010,"Steensland, Lars",,,Ulum Dalska,,P,,,,,,Älvdalen,,,False,False,
204,"Steensland, Lars (2006). Liten älvdalsk-svensk och svensk-älvdalsk ordbok [Small Elfdalian-Swedish dictionary]. Älvdalen: Ulum Dalska.","Steensland, Lars. (2006) ""Liten älvdalsk-svensk och svensk-älvdalsk ordbok."" Älvdalen: Ulum Dalska",,,,,,,,,,Liten älvdalsk-svensk och svensk-älvdalsk ordbok [Small Elfdalian-Swedish dictionary],book,,,2006,Steensland 2006,"Steensland, Lars",,,Ulum Dalska,,P,,,,,,Älvdalen,,,False,False,
